"categoria","nombre","uuid","display_openmrs","fuente","score","flag","alternativas"
"infeccioso","Dengue sin signos de alarma","142592AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Dengue","OPENMRS","85","OK",""
"infeccioso","Dengue con signos de alarma","142592AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Dengue","OPENMRS","85","OK",""
"infeccioso","Dengue grave (choque/hemorrágico)","142592AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Dengue","OPENMRS","85","OK",""
"infeccioso","Chikungunya","120743AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Chikungunya haemorrhagic fever","OPENMRS","88","OK","Chikungunya virus IgM antibody detection by immunoassay in serum/plasma (c017f8b9-1b22-42f3-8136-31dc61835a88) [88] || Chikungunya virus real time RT-PCR in serum or plasma (164924AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [88] || Chikungunya haemorrhagic fever (120743AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [88]"
"infeccioso","Zika","164922AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Zika virus real time RT-PCR in urine","OPENMRS","88","OK","Zika virus real time RT-PCR in urine (164922AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [88] || Zika virus IgG antibody measurement in serum by neutralization (164934AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [88] || Zika virus real time RT-PCR in cerebrospinal fluid (164921AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [88]"
"infeccioso","Malaria por *P. vivax*","158379AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Paludismo causado por Plasmodium vivax, con ruptura esplénica","OPENMRS","30","REVISAR","Paludismo causado por Plasmodium vivax, con ruptura esplénica (158379AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [30] || Other malaria (131377AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [15] || paludismo por Plasmodium ovale (131096AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [15]"
"infeccioso","Malaria por *P. falciparum*","152295AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","paludismo causado por Plasmodium falciparum, con complicaciones cerebrales","OPENMRS","30","REVISAR","paludismo causado por Plasmodium falciparum, con complicaciones cerebrales (152295AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [30] || paludismo por Plasmodium falciparum (118353AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [30] || Other malaria (131377AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [15]"
"infeccioso","Enfermedad de Chagas aguda","154947AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Enfermedad de Chagas aguda con compromiso cardíaco","OPENMRS","85","OK",""
"infeccioso","Enfermedad de Chagas crónica","119392AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","enfermedad","OPENMRS","85","OK",""
"infeccioso","Leishmaniasis cutánea","136110AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","leishmaniasis cutánea tardía","OPENMRS","85","OK",""
"infeccioso","Leishmaniasis mucocutánea","137418AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","leishmaniasis mucocutánea norteamericana","OPENMRS","85","OK",""
"infeccioso","Tuberculosis pulmonar (BK+)","42AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Tuberculosis pulmonar","CATALOGO","100","OK",""
"infeccioso","Tuberculosis extrapulmonar","112141AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Tuberculosis","OPENMRS","85","OK",""
"infeccioso","VIH / SIDA","149197AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","VIH/SIDA","CATALOGO","100","OK",""
"infeccioso","Influenza (gripe)","116958AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Influenza (gripe)","CATALOGO","100","OK",""
"infeccioso","Faringoamigdalitis estreptocócica","166533AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Faringoamigdalitis","OPENMRS","85","OK",""
"infeccioso","Geohelmintiasis (parasitosis intestinal)","116699AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","helmintiasis intestinal","OPENMRS","95","OK",""
"infeccioso","Amebiasis intestinal","145315AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","amebiasis intestinal crónica","OPENMRS","85","OK",""
"infeccioso","Giardiasis","137433AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Lambliasis","OPENMRS","0","REVISAR","Lambliasis (137433AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [0]"
"infeccioso","Enfermedad diarreica aguda infecciosa","119429AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","enfermedad diarreica","OPENMRS","85","OK",""
"infeccioso","Fiebre tifoidea","141AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Fiebre tifoidea","CATALOGO","100","OK",""
"infeccioso","Leptospirosis","116341AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Leptospirosis","CATALOGO","100","OK",""
"infeccioso","Hepatitis A","77422AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Hepatitis A preparation","OPENMRS","85","OK",""
"infeccioso","Hepatitis B","77429AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Hepatitis B vaccine","OPENMRS","85","OK",""
"infeccioso","Hepatitis C","149743AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","hepatitis C aguda","OPENMRS","85","OK",""
"infeccioso","Escabiosis (sarna)","140AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Escabiosis","CATALOGO","100","OK",""
"infeccioso","Pediculosis","130667AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","pediculosis capilar","OPENMRS","88","OK","pediculosis capilar (130667AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [88] || pediculosis corporis (130666AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [88] || infestación mixta por pediculosis (134037AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [80]"
"infeccioso","Celulitis bacteriana","155231AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Celulitis bacteriana","OPENMRS","100","OK",""
"infeccioso","Absceso cutáneo","150632AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","absceso","OPENMRS","85","OK",""
"infeccioso","Infección urinaria (cistitis)","111633AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Infeccion urinaria","CATALOGO","100","OK",""
"infeccioso","Neumonía adquirida en comunidad","114100AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","neumonía","OPENMRS","85","OK",""
"infeccioso","Bronquiolitis (VRS)","121009AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Bronquiolitis","CATALOGO","100","OK",""
"infeccioso","Otitis media aguda","149609AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Otitis media aguda","CATALOGO","100","OK",""
"infeccioso","Sinusitis bacteriana aguda","149891AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","sinusitis bacteriana aguda","OPENMRS","100","OK",""
"infeccioso","Conjuntivitis infecciosa","117024AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","conjuntivitis infecciosa","OPENMRS","100","OK",""
"infeccioso","Varicela","5c46caf2-3062-4a04-bb99-fe1fae98e6db","Varicela","CATALOGO","100","OK",""
"infeccioso","Sarampión","134561AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","sarampión","OPENMRS","100","OK","sarampión (134561AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [100] || sarampión con complicaciones intestinales (152208AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [88] || sarampión complicado (115885AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [88]"
"infeccioso","Rubéola","113205AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","rubéola","OPENMRS","100","OK","rubéola (113205AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [100] || rubéola escarlatinoide (127306AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [88] || artritis por rubéola (127315AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [80]"
"infeccioso","Parotiditis (paperas)","133671AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","parotiditis","OPENMRS","100","OK","parotiditis (133671AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [100] || parotiditis sin complicación (152238AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [88] || parotiditis con complicación (115486AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [88]"
"infeccioso","Tos ferina (pertussis)","114190AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","tos ferina","OPENMRS","100","OK",""
"infeccioso","Mononucleosis infecciosa","137275AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Mononucleosis infecciosa","CATALOGO","100","OK",""
"infeccioso","Micosis superficial (tiña/dermatofitosis)","111177AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","micosis superficial","OPENMRS","100","OK",""
"infeccioso","Candidiasis","120939AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Candidiasis","OPENMRS","100","OK","Candidiasis (120939AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [100] || candidiasis neonatal (133418AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [88] || candidiasis anogenital (148705AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [88]"
"infeccioso","Sífilis","112492AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","sífilis","OPENMRS","100","OK","sífilis (112492AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [100] || sífilis adquirida (149984AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [88] || sífilis tardía (116369AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [88]"
"infeccioso","Gonorrea","117767AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","gonorrea","OPENMRS","100","OK","gonorrea (117767AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [100] || gonorrea crónica (145365AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [88] || gonorrea aguda del aparato genitourinario superior (122037AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [88]"
"infeccioso","Clamidiasis","120728AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","infección clamidial","OPENMRS","95","OK",""
"infeccioso","Brucelosis","121005AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","brucelosis","OPENMRS","100","OK","brucelosis (121005AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [100] || infección por Brucella melitensis (146480AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [0] || infección por Brucella suis (129500AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [0]"
"infeccioso","Rabia (profilaxis post-exposición)","127959AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","rabia","OPENMRS","100","OK","rabia (127959AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [100] || rabia urbana (123558AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [88] || rabia selvática (125195AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [88]"
"infeccioso","Lepra (enfermedad de Hansen)","116344AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","lepra","OPENMRS","100","OK","lepra (116344AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [100] || lepra lepromatosa (135898AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [88] || lepra tuberculoide (112163AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [88]"
"infeccioso","COVID-19","165933AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","COVID-19","OPENMRS","100","OK","COVID-19 (165933AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [100] || COVID-19 program (166009AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [88] || COVID-19 restrictions (b05585e2-545e-4425-9dcc-02e0b696d262) [88]"
"respiratorio","Resfriado común (rinofaringitis aguda)","133483AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Resfriado comun (rinofaringitis aguda)","CATALOGO","100","OK",""
"respiratorio","Faringitis aguda viral","149579AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","faringitis aguda","OPENMRS","85","OK",""
"respiratorio","Laringitis aguda","149716AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Laringitis aguda","CATALOGO","100","OK",""
"respiratorio","Bronquitis aguda","10AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Bronquitis aguda","CATALOGO","100","OK",""
"respiratorio","Asma bronquial","121375AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Asma bronquial","CATALOGO","100","OK",""
"respiratorio","Crisis asmática","116632AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","asma intrínseca con crisis asmática","OPENMRS","80","OK","asma intrínseca con crisis asmática (116632AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [80] || Crisis afectiva (161036AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [30] || Crisis de dolor (165590AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [30]"
"respiratorio","EPOC","157809AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","EPOC","CATALOGO","100","OK",""
"respiratorio","Exacerbación de EPOC","166093AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Exacerbación aguda de la enfermedad pulmonar obstructiva crónica","OPENMRS","40","REVISAR","Exacerbación de insuficiencia cardíaca congestiva (162212AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [40] || Exacerbación aguda de bronquitis crónica (154953AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [40] || exacerbación aguda de esquizofrenia latente crónica (149820AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [40]"
"respiratorio","Rinitis alérgica","121692AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Rinitis alergica","CATALOGO","100","OK",""
"respiratorio","Neumonía atípica","113809AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","neumonía atípica","OPENMRS","100","OK",""
"respiratorio","Crup (laringotraqueítis)","143193AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","crup","OPENMRS","100","OK","crup (143193AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [100] || eventración congénita del orificio diafragmático izquierdo (143968AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [0] || mordida en cruz anterior (121560AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [0]"
"respiratorio","Epiglotitis","118567AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","epiglotitis","OPENMRS","100","OK","epiglotitis (118567AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [100] || epiglotitis por Haemophilus influenzae (139168AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [88] || epiglotitis aguda con obstrucción (122070AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [88]"
"respiratorio","Apnea obstructiva del sueño","148517AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","apnea","OPENMRS","85","OK",""
"respiratorio","Derrame pleural","114108AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Derrame pleural","CATALOGO","100","OK",""
"respiratorio","Neumotórax","122657AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","neumotórax","OPENMRS","100","OK","neumotórax (122657AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [100] || neumotórax espontáneo (126071AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [88] || neumotórax a tensión (124983AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [88]"
"respiratorio","Bronquiectasias","121011AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","bronquiectasia","OPENMRS","88","OK","bronquiectasia (121011AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [88] || bronquiectasia cilíndrica (143035AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [0] || bronquiectasia en el adulto (149353AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [0]"
"respiratorio","Fibrosis pulmonar","140185AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","fibrosis pulmonar","OPENMRS","100","OK",""
"respiratorio","Enfisema pulmonar","136721AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","enfisema pulmonar intersticial","OPENMRS","85","OK",""
"respiratorio","Neumoconiosis/silicosis","130027AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","neumoconiosis","OPENMRS","85","OK",""
"respiratorio","Hemoptisis","138905AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","hemoptisis","OPENMRS","100","OK","hemoptisis (138905AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [100]"
"respiratorio","Tos crónica","145455AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","tos crónica","OPENMRS","100","OK",""
"respiratorio","Sinusitis crónica","120563AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Sinusitis crónica","CATALOGO","100","OK",""
"respiratorio","Amigdalitis recurrente","112AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","amigdalitis","OPENMRS","85","OK",""
"respiratorio","Insuficiencia respiratoria aguda","121846AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","insuficiencia respiratoria aguda","OPENMRS","100","OK",""
"respiratorio","Influenza con complicación respiratoria","137172AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","influenza con encefalopatía","OPENMRS","30","REVISAR","Gripe con neumonía, virus influenza identificado (156818AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [30] || influenza con manifestaciones no respiratorias (137169AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [30] || influenza con otras manifestaciones respiratorias, excepto neumonía (137166AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [30]"
"respiratorio","Faringitis crónica","145214AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","faringitis crónica","OPENMRS","100","OK",""
"respiratorio","Resfriado complicado (otitis/sinusitis)","126423AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Sinusitis","OPENMRS","72","REVISAR","Sinusitis (126423AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [72] || otitis (131115AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [72] || sinusitis esfenoidal (112838AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [15]"
"cardiovascular","Hipertensión arterial esencial","140987AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","hipertensión arterial esencial","CATALOGO","100","OK",""
"cardiovascular","Crisis hipertensiva","161644AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Urgencia hipertensiva","OPENMRS","30","REVISAR","Crisis afectiva (161036AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [30] || Crisis de dolor (165590AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [30] || Urgencia hipertensiva (161644AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA) [30]"
"cardiovascular","Cardiopatía isquémica crónica (angina)","120626AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","cardiopatía isquémica crónica","OPENMRS","100","OK",""
"cardiovascular","Infarto agudo de miocardio","121958AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Infarto agudo de miocardio","CATALOGO","100","OK",""
"cardiovascular","Insuficiencia cardíaca","111000AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Insuficiencia cardiaca","CATALOGO","100","OK",""
"cardiovascular","Accidente cerebrovascular isquémico","164960AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Accidente cerebrovascular isquemico","CATALOGO","100","OK",""
"cardiovascular","Accidente cerebrovascular hemorrágico","111103AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","accidente cerebrovascular","OPENMRS","85","OK",""
"cardiovascular","Fibrilación auricular","148203AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Fibrilacion auricular","CATALOGO","100","OK",""
"cardiovascular","Dislipidemia (hipercolesterolemia)","141623AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Dislipidemia","CATALOGO","100","OK",""
"cardiovascular","Enfermedad arterial periférica","114230AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","enfermedad arterial periférica oclusiva","OPENMRS","85","OK",""
"cardiovascular","Trombosis venosa profunda","121570AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","trombosis venosa profunda prenatal","OPENMRS","85","OK",""
"cardiovascular","Embolia pulmonar","158653AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","Embolia pulmonar recurrente","OPENMRS","85","OK",""
"cardiovascular","Várices de miembros inferiores","123356AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","várices","OPENMRS","85","OK",""
"cardiovascular","Cardiopatía hipertensiva","117386AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","cardiopatía hipertensiva","OPENMRS","100","OK",""
"cardiovascular","Valvulopatía reumática","113237AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","valvulopatía reumática","OPENMRS","100","OK",""
"cardiovascular","Fiebre reumática aguda","149533AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","fiebre reumática aguda con valvulitis","OPENMRS","85","OK",""
